column,block,test_time_source
emb_esmc6b_2246,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2247,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2248,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2249,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2250,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2251,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2252,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2253,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2254,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2255,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2256,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2257,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2258,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2259,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2260,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2261,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2262,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2263,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2264,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2265,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2266,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2267,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2268,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2269,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2270,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2271,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2272,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2273,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2274,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2275,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2276,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2277,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2278,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2279,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2280,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2281,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2282,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2283,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2284,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2285,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2286,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2287,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2288,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2289,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2290,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2291,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2292,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2293,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2294,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2295,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2296,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2297,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2298,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2299,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2300,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2301,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2302,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2303,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2304,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2305,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2306,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2307,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2308,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2309,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2310,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2311,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2312,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2313,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2314,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2315,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2316,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2317,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2318,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2319,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2320,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2321,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2322,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2323,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2324,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2325,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2326,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2327,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2328,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2329,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2330,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2331,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2332,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2333,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2334,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2335,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2336,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2337,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2338,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2339,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2340,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2341,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2342,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2343,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2344,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2345,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2346,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2347,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2348,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2349,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2350,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2351,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2352,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2353,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2354,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2355,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2356,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2357,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2358,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2359,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2360,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2361,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2362,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2363,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2364,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2365,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2366,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2367,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2368,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2369,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2370,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2371,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2372,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2373,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2374,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2375,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2376,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2377,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2378,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2379,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2380,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2381,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2382,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2383,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2384,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2385,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2386,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2387,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2388,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2389,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2390,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2391,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2392,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2393,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2394,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2395,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2396,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2397,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2398,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2399,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2400,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2401,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2402,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2403,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2404,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2405,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2406,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2407,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2408,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2409,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2410,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2411,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2412,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2413,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2414,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2415,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2416,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2417,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2418,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2419,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2420,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2421,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2422,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2423,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2424,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2425,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2426,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2427,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2428,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2429,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2430,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2431,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2432,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2433,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2434,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2435,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2436,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2437,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2438,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2439,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2440,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2441,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2442,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2443,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2444,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2445,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2446,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2447,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2448,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2449,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2450,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2451,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2452,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2453,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2454,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2455,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2456,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2457,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2458,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2459,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2460,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2461,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2462,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2463,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2464,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2465,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2466,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2467,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2468,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2469,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2470,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2471,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2472,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2473,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2474,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2475,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2476,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2477,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2478,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2479,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2480,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2481,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2482,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2483,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2484,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2485,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2486,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2487,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2488,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2489,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2490,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2491,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2492,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2493,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2494,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2495,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_2496,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
